"Symbol","Name","Sector"
"KIN","Kindred Biosciences Inc","Health Care","Equity"
"KLDO","Kaleido Biosciences Inc","Health Care","Equity"
"KMT","Kennametal Inc","Industrials","Equity"
"KN","Knowles Corp","Information Technology","Equity"
"KNL","Knoll Inc","Industrials","Equity"
"KNSA","Kiniksa Pharmaceuticals Lt Class","Health Care","Equity"
"KNSL","Kinsale Capital Group Inc","Financials","Equity"
"KODK","Eastman Kodak","Information Technology","Equity"
"KOD","Kodiak Sciences Inc","Health Care","Equity"
"KOP","Koppers Holdings Inc","Materials","Equity"
"KOS","Kosmos Energy Ltd","Energy","Equity"
"KPTI","Karyopharm Therapeutics Inc","Health Care","Equity"
"KRA","Kraton Corp","Materials","Equity"
"KREF","KKR Real Estate Finance Inc Trust","Financials","Equity"
"KRG","Kite Realty Group Trust Reit","Real Estate","Equity"
"KRMD","Repro Med System Inc","Health Care","Equity"
"KRNY","Kearny Financial Test Corp","Financials","Equity"
"KRO","Kronos Worldwide Inc","Materials","Equity"
"KROS","Keros Therapeutics Inc","Health Care","Equity"
"KRTX","Karuna Therapeutics Inc","Health Care","Equity"
"KRUS","Kura Sushi USA Inc","Consumer Discretionary","Equity"
"KRYS","Krystal Biotech Inc","Health Care","Equity"
"KTOS","Kratos Defense and Security Solutions","Industrials","Equity"
"KTP","Kontoor Brands Inc","Consumer Discretionary","Equity"
"KURA","Kura Oncology Inc","Health Care","Equity"
"KVHI","KVH Industries Inc","Information Technology","Equity"
"KW","Kennedy Wilson Holding Inc","Real Estate","Equity"
"KWR","Quaker Chemical Corp","Materials","Equity"
"KZR","Kezar Life Sciences Inc","Health Care","Equity"
"LAD","Lithia Motors Inc Class A","Consumer Discretionary","Equity"
"LADR","Ladder Capital Corp Class A","Financials","Equity"
"LAKE","Lakeland Industries Inc","Consumer Discretionary","Equity"
"LANC","Lancaster Colony Corp","Consumer Staples","Equity"
"LAND","Gladstone Land Reit Corp","Real Estate","Equity"
"LARK","Landmark Bancorp Inc","Financials","Equity"
"LASR","NLight Inc","Information Technology","Equity"
"LAUR","Laureate Education Inc Class A","Consumer Discretionary","Equity"
"LAWS","Lawson Products Inc","Industrials","Equity"
"LBAI","Lakeland Bancorp Inc","Financials","Equity"
"LBC","Luther Burbank Corp","Financials","Equity"
"LBRT","Liberty Oilfield Services Inc Class","Energy","Equity"
"LCII","LCI Industries","Consumer Discretionary","Equity"
"LCI","Lannett Company Inc","Health Care","Equity"
"LC","Lendingclub Corp","Financials","Equity"
"LCNB","LCNB Corp","Financials","Equity"
"LCUT","Lifetime Brands Inc","Consumer Discretionary","Equity"
"LDL","Lydall Inc","Industrials","Equity"
"LEGH","Legacy Housing Corp","Consumer Discretionary","Equity"
"LE","Land End Inc","Consumer Discretionary","Equity"
"LEVL","Level Once Bancorp Inc","Financials","Equity"
"LFVN","Lifevantage Corp","Consumer Staples","Equity"
"LGIH","LGI Homes Inc","Consumer Discretionary","Equity"
"LGND","Ligand Pharmaceuticals Inc","Health Care","Equity"
"LHCG","LHC Group Inc","Health Care","Equity"
"LILAK","Liberty Latin America Ltd Class C","Communications","Equity"
"LILA","Liberty Latin America Ltd Class A","Communication","Equity"
"LIND","Lindblad Expeditions Holdings Inc","Consumer Discretionary","Equity"
"LIVN","Livanova PLC","Health Care","Equity"
"LIVX","Livexlive Media Inc","Communication","Equity"
"LJPC","La Jolla Pharmaceutical","Health Care","Equity"
"LKFN","Lakeland Financial Corp","Financials","Equity"
"LL","Lumber Liquidators Hodlings Inc","Consumer Discretionary","Equity"
"LLNW","Limelight Networks Inc","Information Technology","Equity"
"LMAT","Lemaitre Vascular Inc","Health Care","Equity"
"LMNR","Limoneira","Consumer Staples","Equity"
"LMNX","Luminex Corp","Health Care","Equity"
"LMST","Limestone Bancorp Inc","Financials","Equity"
"LNDC","Landec Corp","Consumer Staples","Equity"
"LNN","Lindsay Corp","Industrials","Equity"
"LNTH","Lantheus Holdings Inc","Health Care","Equity"
"LOB","Live Oak Bancshares Inc","Financials","Equity"
"LOCO","El Pollo Loco Inc","Consumer Discretionary","Equity"
"LOGC","Logicbio Therapeutics Inc","Health Care","Equity"
"LORL","Loral Space and Communications Inc","Communication","Equity"
"LOVE","Lovesac Company","Consumer Discretionary","Equity"
"LPG","Dorian LPG Ltd","Energy","Equity"
"LPSN","Liveperson Inc","Information Technology","Equity"
"LPX","Louisiana Pacific Corp","Materials","Equity"
"LQDA","Liquidia Technologies Inc","Health Care","Equity"
"LQDT","Liquidity Services Inc","Consumer Discretionary","Equity"
"LRN","K12 Inc","Consumer Discretionary","Equity"
"LSCC","Lattice Semiconductor Corp","Information Technology","Equity"
"LTC","LTC Properties REIT Inc","Real Estate","Equity"
"LTHM","Livent Corp","Materials","Equity"
"LTRPA","Liberty Tripadvisor Holdings Inc S","Communication","Equity"
"LUNA","Luna Innovations Inc","Information Technology","Equity"
"LXFR","Luxfer Holdings PLC","Industrials","Equity"
"LXP","Lexington Realty Trust REIT","Real Estate","Equity"
"LXRX","Lexicon Pharmaceuticals Inc","Health Care","Equity"
"LYRA","Lyra Therapeutics Inc","Health Care","Equity"
"LYTS","LSI Industries Inc","Industrials","Equity"
"LZB","La-Z-Boy Inc","Consumer Discretionary","Equity"
"MAC", "Macerich Reit","Real Estate","Equity"
"MANT","Mantech International Corp Class A","Information Technology","Equity"
"MATW","Matthews International Corp Class","Industrials","Equity"
"MATX","Matson Inc","Industrials","Equity"
"MAXR","Maxar Technologies Inc","Industrials","Equity"
"MBCN","Middlefield Banc Corp","Financials","Equity"
"MBI","MBIA Inc","Financials","Equity"
"MBIN","Merchants Bancorp Representin","Financials","Equity"
"MBIO","Mustang Bio Inc","Health Care","Equity"
"MBTC","Bryn Mawr Bank Corp","Financials","Equity"
"MBUU","Malibu Boats Class A Inc","Consumer Discretionary","Equity"
"MBWM","Mercantile Bank Corp","Financials","Equity"
"MCBC","Macatawa Bank Corp","Financials","Equity"
"MCB","Metropolitan Bank Holding Corp","Financials","Equity"
"MCBS","Metrocity Bankshares Inc","Financials","Equity"
"MCF","Contango Oil and Gas","Energy","Equity"
"MCFT","Mastercraft Boat Holdings Inc","Consumer Discretionary","Equity"
"MC","Moelis Class A","Financials","Equity"
"MCRB","Seres Therapeutics Inc","Health Care","Equity"
"MCRI","Monarch Casino and Resort Inc","Consumer Discretionary","Equity"
"MCS","The Marcus Corp","Communication","Equity"
"MDC","MDC Holdings Inc","Consumer Discretionary","Equity"
"MDGL","Madrigal Pharmaceuticals Inc","Health Care","Equity"
"MD","Mednax Inc","Health Care","Equity"
"MDP","Meredith Corp","Communication","Equity"
"MDRX","Allscripts Healthcare Solutions In","Health Care","Equity"
"MEC","Mayville Engineering Company Inc","Industrials","Equity"
"MED","Medifast Inc","Consumer Staples","Equity"
"MEDP","Medpace Holdings Inc","Health Care","Equity"
"MEET","The Meet Group Inc","Communication","Equity"
"MEI","Methode Electronics Inc","Information Technology","Equity"
"MEIP","MEI Pharma Inc","Health Care","Equity"
"MESA","Mesa Air Group Inc","Industrials","Equity"
"MFA","MFA Financial Reit Inc","Financials","Equity"
"MFNC","Mackinac Financial Corp","Financials","Equity"
"MGEE","MGE Energy Inc","Utilities","Equity"
"MGI","Moneygram International Inc","Information Technology","Equity"
"MGLN","Magellan Health Inc","Health Care","Equity"
"MG","Mistras Group Inc","Industrials","Equity"
"MGNX","Macrogenics Inc","Health Care","Equity"
"MGPI","MGP Ingredients Inc","Consumer Staples","Equity"
"MGRC","Mcgrath Rent","Industrials","Equity"
"MGTA","Magenta Therapeutics Inc","Health Care","Equity"
"MGTX","Meiragtx Holdings PLC","Health Care","Equity"
"MGY","Magnolia Oil Gas Corp Class A","Energy","Equity"
"MHH","Mastech Digital Inc","Industrials","Equity"
"MHN","Horace Mann Educators Corp","Financials","Equity"
"MHO","M I Homes Inc","Consumer Discretionary","Equity"
"MIK","Michaels Companies Inc","Consumer Discretionary","Equity"
"MIME","Mimecast LTD","Information Technology","Equity"
"MINI","Mobile Mini Inc","Industrials","Equity"
"MIRM","Mirum Pharmaceuticals Inc","Health Care","Equity"
"MITK","Mitek Systems Inc","Information Technology","Equity"
"MJCO","Majesco","Information Technology","Equity"
"MLAB","Mesa Laboratories Inc","Health Care","Equity"
"MLHR","Herman Miller Inc","Industrials","Equity"
"MLI","Mueller Industries Inc","Industrials","Equity"
"MLP","Maui Land and Pineapple Inc","Real Estate","Equity"
"MLR","Miller Industries Inc","Industrials","Equity"
"MLSS","Milestone Scientific Inc","Health Care","Equity"
"MMAC","MMA Capital Holdings Inc","Financials","Equity"
"M","Macys Inc","Consumer Discretionary","Equity"
"MMI","Marcus and Millichap Inc","Real Estate","Equity"
"MMSI","Merit Medical Systems Inc","Health Care","Equity"
"MMS","Maximus Inc","Information Technology","Equity"
"MNKD","Mannkind Corp","Health Care","Equity"
"MNK","Mallinckrodt Plc","Health Care","Equity"
"MNLO","Menlo Therapeutics Inc","Health Care","Equity"
"MNOV","Medicinova Inc","Health Care","Equity"
"MNRL","Brigham Minerals Inc Class A","Energy","Equity"
"MNR","Monmouth Real Estate Investment RE","Real Estate","Equity"
"MNRO","Monro Inc","Consumer Discretionary","Equity"
"MNSB","Mainstreet Bancshares Inc","Financials","Equity"
"MNTA","Momenta Pharmaceuticals Inc","Health Care","Equity"
"MOBL","Mobileiron Inc","Information Technology","Equity"
"MOD","Modine Manufacturing","Consumer Discretionary","Equity"
"MODN","Model N Inc","Information Technology","Equity"
"MODN","Model N Inc","Information Technology","Equity"
"MOFG","Midwestone Financial Group Inc","Financials","Equity"
"MOGA","Moog Inc Class A","Industrials","Equity"
"MORF","Morphic Holding Inc","Health Care","Equity"
"MOV","Movado Group Inc","Consumer Discretionary","Equity"
"MPAA","Motocar Parts of America Inc","Consumer Discretionary","Equity"
"MPB","Mid Penn Bancorp Inc","Financials","Equity"
"MPX","Marine Products Corp","Consumer Discretionary","Equity"
"MRBK","Meridian Corp","Financials","Equity"
"MRC","MRC Global Inc","Industrials","Equity"
"MRKR","marker Therapeutics Inc","Health Care","Equity"
"MRLN","Marlin Business Services Corp","Financials","Equity"
"MR","Montage Resources Corp","Energy","Equity"
"MRNS","Marinus Pharmaceuticals Inc","Health Care","Equity"
"MRSN","Mersana Therapeutics Inc","Health Care","Equity"
"MRTN","Marten Transport Ltd","Industrials","Equity"
"MRTX","Mirati Therapeutics Inc","Health Care","Equity"
"MSBI","Midland States Bancorp Inc","Financials","Equity"
"MSEX","Middlesex Water","Utilities","Equity"
"MSGN","MSG Networks Inc Class A","Communication","Equity"
"MSON","Misonix Inc","Health Care","Equity"
"MSTR","Microstrategy Inc Class A","Information Technology","Equity"
"MTDR","Matador Resources","Energy","Equity"
"MTEM","Molecular Templates Inc","Health Care","Equity"
"MTH","Meritage Corp","Consumer Discretionary","Equity"
"MTOR","Meritor Inc","Industrials","Equity"
"MTRN","Materion","Materials","Equity"
"MTRX","Matrix Service","Energy","Equity"
"MTSC","MTS Systems Corp","Information Technology","Equity"
"MTSI","Macom Technology Solutions Inc","Information Technology","Equity"
"MTW","Manitowoc Inc","Industrials","Equity"
"MTX","Minerals Technologies Inc","Materials","Equity"
"MTZ","Mastec Inc","Industrials","Equity"
"MUSA","Murphy USA Inc","Consumer Discretionary","Equity"
"MVBF","Monongahela Power Corp","Financials","Equity"
"MWA","Mueller Water Products Inc Series","Industrials","Equity"
"MXL","Maxlinear Inc","Information Technology","Equity"
"MYE","Myers Industries Inc","Materials","Equity"
"MYFW","First Western Financial Inc","Financials","Equity"
"MYGN","Myriad Genetics Inc","Health Care","Equity"
"MYOK","Myokardia Inc","Health Care","Equity"
"MYRG","Myr Group Inc","Industrials","Equity"
"NATH","Nathans Famous Inc","Consumer Discretionary","Equity"
"NAT","Nordic American Tankers Ltd","Energy","Equity"
"NATR","Natrures Sunshine Products Inc","Consumer Staples","Equity"
"NAVI","Navient Corp","Financials","Equity"
"NAV","Navistar International Corp","Industrials","Equity"
"NBEV","New Age Beverages Corp","Consumer Staples","Equity"
"NBHC","National Bank Holdings Corp Class","Financials","Equity"
"NBN","Northeast Bank","Financials","Equity"
"NBR","Nabors Industries Ltd","Energy","Equity"
"NBSE","Neubase Therapeutics Inc","Health Care","Equity"
"NBTB","NBT Bancorp Inc","Financials","Equity"
"NCBS","Nicolet Bankshares Inc","Financials","Equity"
"NCMI","National Cinemedia Inc","Communication","Equity"
"NC","Nacco Industries Inc Class A","Energy","Equity"
"NDLS","Noodles Class A","Consumer Discretionary","Equity"
"NEOG","Neogen Corp","Health Care","Equity"
"NEO","Neogenomics Inc","Health Care","Equity"
"NERV","Minerva Nerosciences Inc","Health Care","Equity"
"NESR","National Energy Services Reunited","Energy","Equity"
"NEX","Nextier Oilfield Solutions Inc","Energy","Equity"
"NEXT","Nextdecade Corp","Energy","Equity"
"NFBK","Northfield Bancorp Inc","Financials","Equity"
"NGHC","National General Holdings Corp","Financials","Equity"
"NGM","NGM Biopharmaceuticals Inc","Health Care","Equity"
"NG","Novagold Resources Inc","Materials","Equity"
"NGVC","Natural Grocers By Vitamin Cottage","Consumer Staples","Equity"
"NGVT","Ingevity Corp","Materials","Equity"
"NHC","National Healthcare Corp","Health Care","Equity"
"NHI","National Health Investors REIT Inc","Real Estate","Equity"
"NH","Nanthealth Inc","Health Care","Equity"
"NJR","New Jersey Resources Corp","Utilities","Equity"
"NK","Nantkwest Inc","Health Care","Equity"
"NKSH","National Bankshares Inc","Financials","Equity"
"NLS","Nautilus Inc","Consumer Discretionary","Equity"
"NLTX","Neoleukin Therapeutics Inc","Health Care","Equity"
"NMIH","NMI Holdings Inc Class A","Financials","Equity"
"NMRD","Nemaura Medical Inc","Health Care","Equity"
"NMRK","Newmark Group Inc Class A","Real Estate","Equity"
"NNBR","NN Inc","Industrials","Equity"
"NNI","Nelnet Inc Class A","Financials","Equity"
"NODK","NI Holdings Inc","Financials","Equity"
"NOVA","Sunnova Energy International Inc","Utilities","Equity"
"NOVT","Novanta Inc","Information Technology","Equity"
"NPK","National Prest Industries Inc","Industrials","Equity"
"NP","Neenah Inc","Materials","Equity"
"NPO","Enpro Industries Inc","Industrials","Equity"
"NPTN","Neophotonics Corp","Information Technology","Equity"
"NRBO","Nerobo Pharmaceuticals Inc","Health Care","Equity"
"NRC","National Research Corp","Health Care","Equity"
"NRIM","Northrim Bancorp Inc","Financials","Equity"
"NR","Newpark Resources Inc","Energy","Equity"
"NSA","National Storage Affiliates Trust","Real Estate","Equity"
"NSCO","Nesco Holdings Inc Class A","Industrials","Equity"
"NSIT","Insight Enterprises Inc","Information Technology","Equity"
"NSP","Insperity Inc","Industrials","Equity"
"NSSC","Napco Security Technologies Inc","Information Technology","Equity"
"NSTG","Nanostring Technologies Inc","Health Care","Equity"
"NSTG","Nanostring Technologies Inc","Health Care","Equity"
"NTB","Bank of NT Butterfield & Son Ltd","Financials","Equity"
"NTCT","Netscout Systems Inc","Information Technology","Equity"
"NTGR","Netgear Inc","Information Technology","Equity"
"NTLA","Intellia Therapeutics Inc","Health Care","Equity"
"NTRA","Natera Inc","Health Care","Equity"
"NTUS","Natus Medical Inc","Health Care","Equity"
"NUVA","Nuvasive Inc","Health Care","Equity"
"NVAX","Novavax Inc","Health Care","Equity"
"NVEC","NVE Corp","Information Technology","Equity"
"NVEE","NV5 Global Inc","Industrials","Equity"
"NVRO","Nevro Corp",'Health Care","Equity"
"NVTA","Invitae Corp","Health Care","Equity"
"NWBI","Northwest Bancshares Inc","Financials","Equity"
"NWE","Northwestern Corp","Utilities","Equity"
"NWFL","Norwood Financial Corp","Financials","Equity"
"NWLI","National Western Life Group Inc CL","Financials","Equity"
"NWN","Northwest Natural Holding Company","Utilities","Equity"
"NWPX","Northwest Pipe","Industrials","Equity"
"NXGN","Nextgen Healthcare Inc","Health Care","Equity"
"NX","Quanex Building Products Corp","Industrials","Equity"
"NXRT","Nexpoint Residential Trust Inc","Real Estate","Equity"
"NXTC","Nextcure Inc","Health Care","Equity"
"NYMT","New York Mortgage Trust Reit Inc","Financials","Equity"
"NYMX","Nymox Pharmaceuticals Corp","Health Care","Equity"
"OBNK","Origin Bancorp Inc","Financials","Equity"
"OCFC","Oceanfirst Financial Corp","Financials","Equity"
"OCUL","Ocular Therapeutix Inc","Health Care","Equity"
"OCX","Oncocyte Corp","Health Care","Equity"
"ODC","Oil Dri Corporation of America","Consumer Staples","Equity"
"ODP","Office Depot Inc","Consumer Discretionary","Equity"
"ODT","Odonate Therapeutics Inc","Health Care","Equity"
"OEC","Orion Engineered Carbons SA","Materials","Equity"
"OESX","Orion Energy Systems Inc","Industrials","Equity"
"OFED","Oconee Federal Financial Corp","Financials","Equity"
"OFG","OFG Bancorp","Financials","Equity"
"OFIX","Orthofix Medical Inc","Health Care","Equity"
"OFLX","Omega Flex Inc","Industrials","Equity"
"OGS","One Gas Inc","Utilities","Equity"
"OII","Oceaneering International Inc","Energy","Equity"
"OI","O I Glass Inc","Materials","Equity"
"OIS","Oil States International Inc","Energy","Equity"
"OLP","One Liberty Proiperties Reit Inc","Real Estate","Equity"
"OMCL","Omnicell Inc","Health Care","Equity"
"OMER","Omeros Corp","Health Care","Equity"
"OMI","Owens and Minor Inc","Health Care","Equity"
"ONB","Old National Bancorp","Financials","Equity"
"ONEM","1Life Healthcare Inc","Health Care","Equity"
"ONEW","Onewater Marine Class A Inc","Consumer Discretionary","Equity"
"ONTO","Onto Innovation Inc","Information Technology","Equity"
"OOMA","Ooma Inc","Communication","Equity"
"OPBK","OP Bancorp","Financials","Equity"
"OPCH","Option Care Health Inc","Health Care","Equity"
"OPI","Office Properties Income Trust","Real Estate","Equity"
"OPK","Opko Health Inc","Health Care","Equity"
"OPRT","Oportun Financial Corp","Financials","Equity"
"OPRX","Optimizerx Corp","Health Care","Equity"
"OPTN","Optinose Inc","Health Care","Equity"
"OPY","Oppenheimer Holdings Non Voting In","Financials","Equity"
"ORA","Ormat Tech Inc","Utilities","Equity"
"ORBC","Orbcomm Inc","Communication","Equity"
"ORC","Orchid Island Capital Inc","Financials","Equity"
"ORGO","Oranogenesis Holdings Inc Class A","Health Care","Equity"
"ORGS","Orgenesis Inc","Health Care","Equity"
"ORIC","Oric Pharmaceuticals Inc","Health Care","Equity"
"ORRF","Orrstown Financial Services Inc","Financials","Equity"
"OSBC","Old Second Bancorp Inc","Financials","Equity"
"OSG","Overseas Shipholding Group Inc Clas","Energy","Equity"
"OSIS","OSI Systems Inc","Information Technology","Equity"
"OSMT","Osmotica Pharmaceuticals PLC","Health Care","Equity"
"OSPN","Onespan Inc","Information Technology","Equity"
"OSTK","Overstock Com Inc","Consumer Discretionary","Equity"
"OSTK","Overstock COM Inc","Consumer Discretionary","Equity"
"OSUR","Orasure Technologies Inc","Health Care","Equity"
"OSW","Onespaworld Holdings Ltd","Consumer Discretionary","Equity"
"OTTR","Otter Tail Corp","Utilities","Equity"
"OVBC","Ohio Valley Banc Corp","Financials","Equity"
"OVID","Ovid Therapeutics Inc","Health Care","Equity"
"OVLY","Oak Valley Bancorp","Financials","Equity"
"OVV","Ovintiv Inv","Information Technology","Equity"
"OXM","Oxford Industries Inc","Consumer Discretionary","Equity"
"OYST","Oyster Point Pharma Inc","Health Care","Equity"
"PACB","Pacific Biosciences of California","Health Care","Equity"
"PACK","Ranpak Holdings Corp Class A","Materials","Equity"
"PAE","PAE Inc Class A","Industrials","Equity"
"PAHC","Phibro Animal Health Corp Class A","Health Care","Equity"
"PAR","Par Technology Corp","Information Technology","Equity"
"PARR","Par Pacific Holdings Inc","Energy","Equity"
"PASG","Passage Bio Inc","Health Care","Equity"
"PATK","Patrick Industries Inc","Industrials","Equity"
"PAVM","Pavmed Inc","Health Care","Equity"
"PAYS","Paysign Inc","Information Technology","Equity"
"PBF","PBF Energy Inc Class A","Energy","Equity"
"PBFS","Pioneer Bancorp Inc","Financials","Equity"
"PBH","Prestige Consumer Healthcare Inc","Health Care","Equity"
"PBI","Pitney Bowes Inc","Industrials","Equity"
"PBIP","Prudential Bancorp Inc","Financials","Equity"
"PBYI","Puma Biotechnology Inc","Health Care","Equity"
"PCB","PCB Bancorp","Financials","Equity"
"PCH","Potlatchdeltic Corp","Real Estate","Equity"
"PCRX","Pacira Biosciences Inc","Health Care","Equity"
"PCSB","PCSB Financial Corp","Financials","Equity"
"PCTI","Pctel Inc","Information Technology","Equity"
"PCYG","Park City Group Inc","Information Technology","Equity"
"PCYO","Pure Cycle Corp","Utilities","Equity"
"PDCE","PDC Energy Inc","Energy","Equity"
"PDCE","PDC Energy Inc","Energy","Equity"
"PDCO","Patterson Companies Inc","Health Care","Equity"
"PDFS","PDF Solutions Inc","Information Technology","Equity"
"PDLB","PDL Community Bancorp","Financials","Equity"
"PDLI","PDL Biopharma Inc","Health Care","Equity"
"PDM","Piedmont Office Realty Trust REIT","Real Estate","Equity"
"PEBK","Peoples Bancorp of North Carolina","Financials","Equity"
"PEBO","Peoples Bancorp Inc","Financials","Equity"
"PEB","Pebblebrook Hotel Trust REIT","Real Estate","Equity"
"PENN","Penn National Gaming","Consumer Discretionary","Equity"
"PETQ","Petiq Inc Class A","Health Care","Equity"
"PETS","Petmed Express Inc","Consumer Discretionary","Equity"
"PFBI","Premier Financial Bancorp Inc","Financials","Equity"
"PFC","Premier Financial Corp","Financials","Equity"
"PFGC","Performance Food Group","Consumer Staples","Equity"
"PFHD","Professional Holding Corp Class A","Financials","Equity"
"PFIS","Peoples Financial Services Corp","Financials","Equity"
"PFNX","Pfenex Inc","Health Care","Equity"
"PFSI","Pennymac Financial Services Inc","Financials","Equity"
"PFS","Provident Financial Services Inc","Financials","Equity"
"PFSW","Pfsweb Inc","Information Technology","Equity"
"PGC","Peapack Gladstone Financial Corp","Financials","Equity"
"PGEN","Precigen Inc","Health Care","Equity"
"PGNY","Progyny Inc","Health Care","Equity"
"PGTI","PGT Innovations Inc","Industrials","Equity"
"PHAS","Phasebio Pharmaceuticals Inc","Health Care","Equity"
"PHAT","Phathom Pharmaceuticals Inc","Health Care","Equity"
"PHR","Phreesia Inc","Health Care","Equity"
"PICO","Pico Holdings Inc","Industrials","Equity"
"PI","Impinj Inc","Information Technology","Equity"
"PINE","Alpine Income Property Trust Inc","Real Estate","Equity"
"PING","Ping Identity Holding Corp","Information Technology","Equity"
"PIPR","Piper Sandler Companies","Financials","Equity"
"PIRS","Pieris Pharmaceuticals Inc","Health Care","Equity"
"PJT","PJT Partners Inc Class A","Financials","Equity"
"PKBK","Parke Bancorp Inc","Financials","Equity"
"PKE","Park Aerospace Corp","Industrials","Equity"
"PKOH","Park Ohio Holdings Corp","Industrials","Equity"
"PLAB","Photronics","Information Technology","Equity"
"PLAY","Dave and Busters Entertainment Inc","Consumer Discretionary","Equity"
"PLBC","Plumas Bancorp","Financials","Equity"
"PLCE","Childrens Place Inc","Consumer Discretionary","Equity"
"PLMR","Palomar Holdings Inc","Financials","Equity"
"PLOW","Doublas Dynamics Inc","Industrials","Equity"
"PLPC","Preformed Line Products","Industrials","Equity"
"PLSE","Pulse Biosciences Inc","Health Care","Equity"
"PLT","Plantronics Inc","Information Technology","Equity"
"PLUG","Plug Power Inc","Industrials","Equity"
"PLUS","Eplus","Information Technology","Equity"
"PLXS","Plexus Corp","Information Technology","Equity"
"PLYM","Plymouth Industrial Reit Inc","Real Estate","Equity"
"PMT","Pennymac Mortgage Investment Trust","Financials","Equity"
"PNM","PNM Resources Inc","Utilities","Equity"
"PNRG","Primeenrgy Resources Group","Energy","Equity"
"PNTG","Pennant Group Inc","Health Care","Equity"
"POL","Polyone Corp","Materials","Equity"
"POR", "Portland General Electric",'Utilities","Equity"
"POWI","Power Integrations Inc","Information Technology","Equity"
"POWL","Powell Industries Inc","Industrials","Equity"
"PPBI","Pacific Premier Bancorp Inc","Financials","Equity"
"PQG","PQ Group Holdings Inc","Materials","Equity"
"PRAA","PRA Group Inc","Financials","Equity"
"PRA","Proassurance Corp","Financials","Equity"
"PRBC","Preferred Bank","Financials","Equity"
"PRDO","Perdoceo Education Corp","Consumer Discretionary","Equity"
"PRFT","Perficient Inc","Information Technology","Equity"
"PRGS","Progress Software Corp","Information Technology","Equity"
"PRIM","Primoris Services Corp","Industrials","Equity"
"PRK","Park National Corp","Financials","Equity"
"PRLB","Proto Labs Inc","Industrials","Equity"
"PRMW","Primo Water Corp","Consumer Staples","Equity"
"PRNB","Principia Biopharma Inc","Health Care","Equity"
"PRO","Pros Holding Inc","Information Technology","Equity"
"PROS","Prosight Global Inc","Financials","Equity"
"PROV","Provident Financial Holdings Inc","Financials","Equity"
"PRPL","Purple Innovation Inc","Consumer Discretionary","Equity"
"PRSC","Providence Service Corp","Health Care","Equity"
"PRSP","Perspecta Inc","Information Technology","Equity"
"PRTA","Prothena PLC","Health Care","Equity"
"PRTH","Priority Technologies Holdings Inc","Information Technology","Equity"
"PRTK","Paratek Pharmaceuticals Inc","Health Care","Equity"
"PRTS","US Auto Parts Network Inc","Consumer Discretionary","Equity"
"PRVB","Provention Bio Inc","Health Care","Equity"
"PRVL","Prevail Therapeutics Inc","Health Care","Equity"
"PSB","PS Business Parks REIT Inc","Real Estate","Equity"
"PSMT","Pricesmart Inc","Consumer Staples","Equity"
"PSNL","Personalis Inc","Health Care","Equity"
"PSN","Parsons Corp","Industrials","Equity"
"PTCT","PTC Therapeutics Inc","Health Care","Equity"
"PTEN","Patterson Uti Energy","Energy","Equity"
"PTGX","Protagonist Therapeutics Inc","Health Care","Equity"
"PTSI","Pam Transportation Services Inc","Industrials","Equity"
"PTVCB","Protective Insurance Corp Class B","Financials","Equity"
"PUB","Peoples Utah","Financials","Equity"
"PUMP","Propetro Holding Corp","Energy","Equity"
"PVAC","Penn VA Corp","Energy","Equity"
"PVBC","Provident Bancorp Inc","Financials","Equity"
"PWFL","Powerfleet Inc","Information Technology","Equity"
"PWOD","Penns Woods Bancorp Inc","Financials","Equity"
"PXLW","Pixelworks Inc","Information Technology","Equity"
"PZN","Pzena Investment Management Inc Cl","Financials","Equity"
"PZZA","Papa Johns International Inc","Consumer Discretionary","Equity"
"QADA","QAD Inc Class A","Information Technology","Equity"
"QCRH","QCR Holdings Inc","Financials","Equity"
"QLYS","Qualys Inc","Information Technology","Equity"
"QMCO","Quantum Corp","Information Technology","Equity"
"QNST","Quinstreet Inc","Communication","Equity"
"QTNT","Quotient Ltd","Health Care","Equity"
"QTRX","Quanterix Corp","Health Care","Equity"
"QTS","QTS Realty REIT Inc Trust Class A","Real Estate","Equity"
"QTWO","Q2 Holdings Inc","Information Technology","Equity"
"QUAD","Quad Graphics Inc Class A","Industrials","Equity"
"QUOT","Quotient Technology Inc","Consumer Discretionary","Equity"
"RAD","Rite Aid Corp","Consumer Staples","Equity"
"RAMP","Liveramp Holdings","Information Technology","Equity"
"RAPT","Rapt Therapeutics Inc","Health Care","Equity"
"RARE","Ultragenyx Pharmaceutical Inc","Health Care","Equity"
"RAVN","Raven Industries Inc","Industrials","Equity"
"RBBN","Ribbon Communications Inc","Information Technology","Equity"
"RBB","RBB Bancorp","Financials","Equity"
"RBCAA","Republic Bancorp Inc Class A","Financials","Equity"
"RBNC","Reliant Bancorp Inc","Financials","Equity"
"RCII","Rent-a-center Inc","Consumer Discretionary","Equity"
"RCKT","Rocket Pharmaceuticals Inc","Health Care","Equity"
"RCKY","Rocky Brands Inc","Consumer Discretionary","Equity"
"RCM","R1 RCM Inc","Health Care","Equity"
"RCM","R1 RCM Inc","Health Care","Equity"
"RC","Ready Capital Corp","Financials","Equity"
"RCUS","Arcus Biosciences Inc","Health Care","Equity"
"RDFN","Redfin Corp","Real Estate","Equity"
"RDN","Radian Group Inc","Financials","Equity"
"RDNT","Radnet Inc","Health Care","Equity"
"RDUS","Radius Health Inc","Health Care","Equity"
